,FECHA_ANOTACION,VALOR,DESTINO_ECONOMICO,AREA_TERRENO,AREA_CONSTRUIDA, HAB, BAÑOS, LOCAL, PISOS,MAX_PUNT,POINT_X,POINT_Y,Latitud,Longitud,Latitud.1,Longitud.1,UTM waypoint Garmin,Estrato/Hacienda
598,2022-01-12 00:00:00,125171999,A,73,90,4,3,0,2,54,1374982.0958,10792123.4848,7.09847125134592,-73.1009588634487,"-7º -5' -54,497"" S","73º 6' 3,452"" W",17 N 1374982 10792123,4
907,2022-08-10 00:00:00,104309999,A,126,106,4,1,0,1,43,1371086.0105,10798310.2828,7.15450391084854,-73.1349539804693,"-7º -9' -16,214"" S","73º 8' 5,834"" W",17 N 1371086 10798310,2
602,2022-03-24 00:00:00,187757999,A,73,79,4,3,0,2,55,1374957.9797,10792028.0602,7.0976199955128,-73.1011898409455,"-7º -5' -51,432"" S","73º 6' 4,283"" W",17 N 1374958 10792028,4
924,2021-11-09 00:00:00,98844155,A,126,146,4,1,0,1,40,1371284.7691,10798490.3984,7.15608713993637,-73.133143099239,"-7º -9' -21,914"" S","73º 7' 59,315"" W",17 N 1371285 10798490,2
1118,2021-08-30 00:00:00,92290358,A,9,40,2,1,0,1,47,1371509.7268,10797873.2123,7.15052234434597,-73.1312203000769,"-7º -9' -1,88"" S","73º 7' 52,393"" W",17 N 1371510 10797873,2
620,2022-01-14 00:00:00,312930000,A,253,190,4,3,0,3,62,1374550.2998,10791982.3627,7.09727316919039,-73.1048534452372,"-7º -5' -50,183"" S","73º 6' 17,472"" W",17 N 1374550 10791982,5
344,2021-02-11 00:00:00,323566476,A,7,85,3,2,0,1,81,1373253.0415,10794692.4277,7.1217540035693,-73.1160724184454,"-7º -7' -18,314"" S","73º 6' 57,861"" W",17 N 1373253 10794692,4
1496,2022-08-02 00:00:00,38594700,A,39,46,11,1,1,2,22,1370379.0543,10798177.4719,7.15342281993949,-73.1413166500388,"-7º -9' -12,322"" S","73º 8' 28,74"" W",17 N 1370379 10798177,2
1033,2021-12-20 00:00:00,121406408,A,11,49,3,2,0,8,60,1371453.74,10797875.9942,7.15055590107145,-73.1317221223008,"-7º -9' -2,001"" S","73º 7' 54,2"" W",17 N 1371454 10797876,2
1223,2022-07-13 00:00:00,87620400,A,37,78,3,2,0,2,40,1371458.8121,10797459.7789,7.14682575238913,-73.1317408428288,"-7º -8' -48,573"" S","73º 7' 54,267"" W",17 N 1371459 10797460,1
1386,2021-02-19 00:00:00,2041346699,A,990,1020,0,1,2,3,54,1367926.2333,10793320.1453,7.11027413168133,-73.1640666024983,"-7º -6' -36,987"" S","73º 9' 50,64"" W",17 N 1367926 10793320,2
433,2021-04-21 00:00:00,461988989,C,278,256,0,1,2,2,60,1371868.7817,10795323.3071,7.12761954173991,-73.1283923588945,"-7º -7' -39,43"" S","73º 7' 42,212"" W",17 N 1371869 10795323,3
1246,2021-04-16 00:00:00,27934217,A,56,50,2,1,0,1,19,1372118.3571,10797041.1523,7.14297318202763,-73.1258888287822,"-7º -8' -34,703"" S","73º 7' 33,2"" W",17 N 1372118 10797041,1
429,2022-04-08 00:00:00,281637000,B,189,207,0,1,1,2,50,1371835.8118,10795558.0864,7.12972826240332,-73.1286519737819,"-7º -7' -47,022"" S","73º 7' 43,147"" W",17 N 1371836 10795558,3
634,2021-11-02 00:00:00,182646810,A,73,102,3,3,0,2,46,1372623.511,10790977.6587,7.08856651058008,-73.122289707509,"-7º -5' -18,839"" S","73º 7' 20,243"" W",17 N 1372624 10790978,4
1284,2022-03-18 00:00:00,26077499,A,43,99,1,1,0,1,15,1371145.4889,10794953.9421,7.12442107257337,-73.1349374093291,"-7º -7' -27,916"" S","73º 8' 5,775"" W",17 N 1371145 10794954,2
1329,2022-05-09 00:00:00,64150649,A,108,84,4,1,0,1,34,1370998.7841,10795100.0425,7.12575269595214,-73.136230965768,"-7º -7' -32,71"" S","73º 8' 10,431"" W",17 N 1370999 10795100,1
1228,2022-03-29 00:00:00,36508500,A,60,60,3,1,0,1,13,1371949.1373,10797081.0349,7.1433566077245,-73.1274006863792,"-7º -8' -36,084"" S","73º 7' 38,642"" W",17 N 1371949 10797081,1
1001,2022-03-28 00:00:00,123727720,A,11,49,3,2,0,3,60,1371462.8803,10797871.9875,7.15051859135137,-73.131640744001,"-7º -9' -1,867"" S","73º 7' 53,907"" W",17 N 1371463 10797872,2
254,2021-11-16 00:00:00,329301454,A,7,85,3,2,0,1,81,1373259.2967,10794696.485,7.12178939413714,-73.1160156844321,"-7º -7' -18,442"" S","73º 6' 57,656"" W",17 N 1373259 10794696,4
1100,2021-03-10 00:00:00,127439552,A,11,49,3,2,0,18,60,1371471.4235,10797860.236,7.15041197884734,-73.131565917585,"-7º -9' -1,483"" S","73º 7' 53,637"" W",17 N 1371471 10797860,2
405,2021-05-19 00:00:00,10743930,A,2,14,0,0,0,1,59,1374280.1102,10795624.9024,7.12995056688121,-73.106715854652,"-7º -7' -47,822"" S","73º 6' 24,177"" W",17 N 1374280 10795625,4
862,2021-11-16 00:00:00,153964814,A,6,41,3,2,0,1,73,1371893.3036,10796170.8432,7.13520979316214,-73.1280418737751,"-7º -8' -6,755"" S","73º 7' 40,951"" W",17 N 1371893 10796171,0
674,2021-11-02 00:00:00,64463579,A,108,69,3,1,0,1,31,1370390.8934,10793206.378,7.10887796495378,-73.1419746202789,"-7º -6' -31,961"" S","73º 8' 31,109"" W",17 N 1370391 10793206,3
1054,2021-06-10 00:00:00,127439552,A,11,49,3,2,0,11,60,1371462.8803,10797871.9875,7.15051859135137,-73.131640744001,"-7º -9' -1,867"" S","73º 7' 53,907"" W",17 N 1371463 10797872,2
332,2021-02-09 00:00:00,423132224,A,7,85,3,2,0,1,81,1373280.0739,10794708.6491,7.12189518638979,-73.1158274395281,"-7º -7' -18,823"" S","73º 6' 56,979"" W",17 N 1373280 10794709,4
1036,2021-05-13 00:00:00,127439552,A,11,49,3,2,0,9,60,1371485.4949,10797862.0534,7.15042609401173,-73.1314394040842,"-7º -9' -1,534"" S","73º 7' 53,182"" W",17 N 1371485 10797862,2
86,2022-05-12 00:00:00,245128499,A,11,55,0,0,0,16,75,1372729.8675,10794300.4772,7.11832260026337,-73.1208256309386,"-7º -7' -5,961"" S","73º 7' 14,972"" W",17 N 1372730 10794300,4
1430,2022-10-05 00:00:00,27537839,A,45,43,2,1,0,1,32,1370565.0454,10799484.9886,7.16510998193021,-73.1394462465545,"-7º -9' -54,396"" S","73º 8' 22,006"" W",17 N 1370565 10799485,2
265,2021-03-11 00:00:00,318020328,A,7,85,3,2,0,1,81,1373264.0925,10794720.6721,7.12200536927132,-73.1159689408103,"-7º -7' -19,219"" S","73º 6' 57,488"" W",17 N 1373264 10794721,4
287,2022-07-11 00:00:00,308757600,A,7,85,3,2,0,1,88,1373264.0925,10794720.6721,7.12200536927132,-73.1159689408103,"-7º -7' -19,219"" S","73º 6' 57,488"" W",17 N 1373264 10794721,4
1492,2022-01-31 00:00:00,75446716,A,39,35,2,2,0,1,23,1370411.0015,10798273.0335,7.15427416827212,-73.1410153080867,"-7º -9' -15,387"" S","73º 8' 27,655"" W",17 N 1370411 10798273,2
1502,2022-06-01 00:00:00,30249899,A,39,48,3,1,0,2,32,1370294.3932,10797928.4288,7.15120433029831,-73.1421145558358,"-7º -9' -4,336"" S","73º 8' 31,612"" W",17 N 1370294 10797928,2
1322,2022-08-25 00:00:00,128374561,A,29,50,2,2,0,2,41,1370589.1494,10794561.3321,7.12098852402533,-73.1399883556119,"-7º -7' -15,559"" S","73º 8' 23,958"" W",17 N 1370589 10794561,2
1169,2021-08-03 00:00:00,92290358,A,9,40,2,1,0,10,47,1371506.1711,10797848.8911,7.1503049702357,-73.1312559517412,"-7º -9' -1,098"" S","73º 7' 52,521"" W",17 N 1371506 10797849,2
413,2022-12-21 00:00:00,130387499,A,130,123,4,3,0,2,50,1374534.1206,10794640.5069,7.12109160268223,-73.1045893140265,"-7º -7' -15,93"" S","73º 6' 16,522"" W",17 N 1374534 10794641,4
1260,2022-10-11 00:00:00,323361000,C,250,238,0,0,1,1,54,1372002.7852,10794854.0888,7.12339469931921,-73.1272625021402,"-7º -7' -24,221"" S","73º 7' 38,145"" W",17 N 1372003 10794854,2
221,2021-11-04 00:00:00,162877978,C,3,32,0,1,0,1,79,1373253.0057,10794715.6787,7.12196233470056,-73.1160691584984,"-7º -7' -19,064"" S","73º 6' 57,849"" W",17 N 1373253 10794716,4
113,2021-07-08 00:00:00,583942013,C,209,340,0,1,2,3,52,1372508.2245,10794728.8716,7.12219507035587,-73.1227478711451,"-7º -7' -19,902"" S","73º 7' 21,892"" W",17 N 1372508 10794729,3
754,2021-01-12 00:00:00,128927159,A,111,96,3,3,0,2,41,1370064.9406,10791073.3578,7.08981492562918,-73.1452248076433,"-7º -5' -23,334"" S","73º 8' 42,809"" W",17 N 1370065 10791073,3
588,2022-10-28 00:00:00,146034000,A,123,79,4,2,0,2,55,1374867.1521,10791893.8125,7.09643114580068,-73.1020251332417,"-7º -5' -47,152"" S","73º 6' 7,29"" W",17 N 1374867 10791894,4
174,2022-12-09 00:00:00,160637400,C,3,30,0,1,0,1,79,1373270.8607,10794727.66,7.12206693860756,-73.1159071537537,"-7º -7' -19,441"" S","73º 6' 57,266"" W",17 N 1373271 10794728,4
847,2021-11-05 00:00:00,128003182,A,6,41,3,2,0,1,73,1371883.8945,10796177.065,7.13526698914451,-73.1281253196693,"-7º -8' -6,961"" S","73º 7' 41,251"" W",17 N 1371884 10796177,0
1089,2021-06-09 00:00:00,127439552,A,11,49,3,2,0,16,60,1371450.7935,10797869.2844,7.15049623419953,-73.1317495906374,"-7º -9' -1,786"" S","73º 7' 54,299"" W",17 N 1371451 10797869,2
1263,2022-02-02 00:00:00,396377999,B,243,243,0,0,1,1,33,1371751.2591,10795150.9687,7.12609342874864,-73.1294730998139,"-7º -7' -33,936"" S","73º 7' 46,103"" W",17 N 1371751 10795151,3
1042,2022-03-09 00:00:00,123727720,A,11,49,3,2,0,10,60,1371482.5488,10797855.3437,7.15036642802312,-73.1314668688094,"-7º -9' -1,319"" S","73º 7' 53,281"" W",17 N 1371483 10797855,2
990,2021-10-19 00:00:00,127439552,A,11,49,3,2,0,2,60,1371482.5488,10797855.3437,7.15036642802312,-73.1314668688094,"-7º -9' -1,319"" S","73º 7' 53,281"" W",17 N 1371483 10797855,2
285,2021-12-24 00:00:00,359921655,A,7,85,3,2,0,1,81,1373243.0499,10794708.4022,7.12189866984823,-73.1161595827521,"-7º -7' -18,835"" S","73º 6' 58,174"" W",17 N 1373243 10794708,4
874,2022-12-28 00:00:00,87620400,A,106,98,4,1,0,1,27,1372400.1145,10796671.3238,7.13961609075276,-73.1234183614526,"-7º -8' -22,618"" S","73º 7' 24,306"" W",17 N 1372400 10796671,3
1355,2022-08-01 00:00:00,61542899,A,48,98,5,2,0,2,39,1371251.7267,10800955.1129,7.17817660366989,-73.133058302475,"-7º -10' -41,436"" S","73º 7' 59,01"" W",17 N 1371252 10800955,1
1204,2021-07-15 00:00:00,92290358,A,9,40,2,1,0,18,47,1371509.7268,10797873.2123,7.15052234434597,-73.1312203000769,"-7º -9' -1,88"" S","73º 7' 52,393"" W",17 N 1371510 10797873,2
31,2022-08-17 00:00:00,260774999,A,166,144,3,1,0,1,60,1373012.3249,10794349.3861,7.11871740846436,-73.1182844593087,"-7º -7' -7,383"" S","73º 7' 5,824"" W",17 N 1373012 10794349,4
1347,2022-03-30 00:00:00,81361800,A,188,188,4,1,0,2,23,1370457.5536,10794505.5083,7.12050849925507,-73.1411774071612,"-7º -7' -13,831"" S","73º 8' 28,239"" W",17 N 1370458 10794506,1
210,2022-05-20 00:00:00,225309599,C,4,45,0,1,0,1,79,1373260.7408,10794694.4364,7.12177081682637,-73.1160030463814,"-7º -7' -18,375"" S","73º 6' 57,611"" W",17 N 1373261 10794694,4
1035,2021-06-10 00:00:00,127319228,A,11,49,3,2,0,9,60,1371476.3581,10797866.0715,7.15046350533865,-73.1315207491622,"-7º -9' -1,669"" S","73º 7' 53,475"" W",17 N 1371476 10797866,2
724,2022-05-09 00:00:00,149163300,A,105,111,3,3,0,2,54,1372353.5674,10792333.0418,7.10075210970439,-73.1245032459514,"-7º -6' -2,708"" S","73º 7' 28,212"" W",17 N 1372354 10792333,4
1210,2021-04-14 00:00:00,85844000,A,9,40,2,1,0,19,47,1371516.1282,10797872.2628,7.15051284984849,-73.1311630203986,"-7º -9' -1,846"" S","73º 7' 52,187"" W",17 N 1371516 10797872,2
422,2022-12-13 00:00:00,57370499,C,34,34,0,1,1,1,28,1371763.1948,10795421.8011,7.12851829181611,-73.1293243566983,"-7º -7' -42,666"" S","73º 7' 45,568"" W",17 N 1371763 10795422,2
940,2021-02-05 00:00:00,98050253,A,205,205,8,4,0,1,24,1372418.8092,10796984.1609,7.1424162323903,-73.1232023906869,"-7º -8' -32,698"" S","73º 7' 23,529"" W",17 N 1372419 10796984,1
925,2022-11-02 00:00:00,36508500,A,60,53,3,1,0,1,27,1371696.9377,10797168.3827,7.14417810899506,-73.1296496187524,"-7º -8' -39,041"" S","73º 7' 46,739"" W",17 N 1371697 10797168,2
806,2021-11-19 00:00:00,16115894,A,1,13,0,0,0,1,39,1371865.5661,10796173.5705,7.13523849850873,-73.1282902734337,"-7º -8' -6,859"" S","73º 7' 41,845"" W",17 N 1371866 10796174,0
188,2022-04-26 00:00:00,190261439,C,3,38,0,1,0,1,79,1373253.0057,10794715.6787,7.12196233470056,-73.1160691584984,"-7º -7' -19,064"" S","73º 6' 57,849"" W",17 N 1373253 10794716,4
1085,2021-08-06 00:00:00,112811264,A,11,49,3,2,0,16,60,1371485.4949,10797862.0534,7.15042609401173,-73.1314394040842,"-7º -9' -1,534"" S","73º 7' 53,182"" W",17 N 1371485 10797862,2
944,2022-10-14 00:00:00,55284299,A,59,115,4,2,0,2,33,1372295.0543,10797447.028,7.14658260786623,-73.124241097304,"-7º -8' -47,697"" S","73º 7' 27,268"" W",17 N 1372295 10797447,2
494,2022-11-08 00:00:00,623225755,A,287,307,5,2,0,2,33,1372794.5222,10795578.5306,7.12976395222986,-73.1200488735684,"-7º -7' -47,15"" S","73º 7' 12,176"" W",17 N 1372795 10795579,4
464,2021-09-16 00:00:00,193390739,A,144,123,2,2,0,2,40,1372571.674,10795430.9468,7.12847590179933,-73.122070617021,"-7º -7' -42,513"" S","73º 7' 19,454"" W",17 N 1372572 10795431,4
1410,2021-01-04 00:00:00,37603755,A,60,51,3,1,0,1,34,1370680.7351,10798389.1728,7.15527325790826,-73.1385775683016,"-7º -9' -18,984"" S","73º 8' 18,879"" W",17 N 1370681 10798389,2
909,2022-12-26 00:00:00,78232500,A,127,103,4,1,0,1,40,1371119.1183,10798246.2563,7.15392511322237,-73.1346668522515,"-7º -9' -14,13"" S","73º 8' 4,801"" W",17 N 1371119 10798246,2
83,2021-11-30 00:00:00,305057575,A,15,72,0,0,0,16,75,1372734.6926,10794319.7875,7.11849487833148,-73.1207793787176,"-7º -7' -6,582"" S","73º 7' 14,806"" W",17 N 1372735 10794320,4
677,2021-03-15 00:00:00,139671090,A,119,108,3,1,0,1,30,1370669.1816,10792485.5718,7.10237667252296,-73.139588729876,"-7º -6' -8,556"" S","73º 8' 22,519"" W",17 N 1370669 10792486,3
48,2021-12-29 00:00:00,298306290,A,15,72,0,0,0,8,75,1372745.8951,10794292.7045,7.11825049427296,-73.1206830586856,"-7º -7' -5,702"" S","73º 7' 14,459"" W",17 N 1372746 10794293,4
1121,2021-07-14 00:00:00,98736716,A,9,40,2,1,0,1,47,1371512.5735,10797847.9472,7.15029552579451,-73.1311986622447,"-7º -9' -1,064"" S","73º 7' 52,315"" W",17 N 1371513 10797848,2
155,2022-08-02 00:00:00,265990499,B,203,203,0,1,0,1,60,1371755.2179,10794530.652,7.12053469090301,-73.1295329859879,"-7º -7' -13,925"" S","73º 7' 46,319"" W",17 N 1371755 10794531,2
1255,2021-12-30 00:00:00,18264681,A,24,29,3,1,0,1,26,1372272.5898,10796947.0812,7.14210653308843,-73.1245197832756,"-7º -8' -31,584"" S","73º 7' 28,271"" W",17 N 1372273 10796947,1
1292,2022-10-28 00:00:00,89185050,A,50,102,2,1,1,4,40,1371610.3825,10795751.5332,7.13149623625965,-73.1306443991844,"-7º -7' -53,386"" S","73º 7' 50,32"" W",17 N 1371610 10795752,2
534,2022-09-29 00:00:00,751031999,A,171,194,4,3,0,2,60,1373852.9163,10796335.1591,7.13638012886363,-73.1104381361475,"-7º -8' -10,968"" S","73º 6' 37,577"" W",17 N 1373853 10796335,5
1061,2022-02-01 00:00:00,123610901,A,11,49,3,2,0,12,60,1371462.8803,10797871.9875,7.15051859135137,-73.131640744001,"-7º -9' -1,867"" S","73º 7' 53,907"" W",17 N 1371463 10797872,2
813,2021-10-12 00:00:00,16115894,A,1,12,0,0,0,1,39,1371904.1154,10796167.3523,7.13517685049165,-73.1279454241965,"-7º -8' -6,637"" S","73º 7' 40,604"" W",17 N 1371904 10796167,0
1237,2022-12-07 00:00:00,106396199,A,50,139,5,2,0,3,44,1371185.6242,10797815.4425,7.15005466621161,-73.1341367115472,"-7º -9' -0,197"" S","73º 8' 2,892"" W",17 N 1371186 10797815,2
1489,2022-09-26 00:00:00,31292999,A,38,77,2,1,0,2,23,1370370.4473,10798349.9439,7.15496956282936,-73.1413672643299,"-7º -9' -17,89"" S","73º 8' 28,922"" W",17 N 1370370 10798350,2
522,2022-11-01 00:00:00,348395400,A,131,189,5,2,0,2,40,1372720.9725,10796380.8055,7.13696361751374,-73.1205849373329,"-7º -8' -13,069"" S","73º 7' 14,106"" W",17 N 1372721 10796381,4
179,2021-12-16 00:00:00,1376727190,C,4,45,0,1,0,1,79,1373253.9349,10794690.4044,7.12173573765821,-73.1160647162703,"-7º -7' -18,249"" S","73º 6' 57,833"" W",17 N 1373254 10794690,4
1233,2021-01-08 00:00:00,40749953,R,55,55,0,0,0,0,60,1371370.9008,10797191.5282,7.14443571424197,-73.1325708493097,"-7º -8' -39,969"" S","73º 7' 57,255"" W",17 N 1371371 10797192,1
1342,2022-06-14 00:00:00,271206000,A,725,18,0,0,0,0,40,1370955.8876,10797173.3026,7.14433630421755,-73.1362966748169,"-7º -8' -39,611"" S","73º 8' 10,668"" W",17 N 1370956 10797173,2
416,2022-10-20 00:00:00,568489500,A,141,158,3,2,0,2,48,1374414.5154,10794385.7127,7.11882716357348,-73.1057014259217,"-7º -7' -7,778"" S","73º 6' 20,525"" W",17 N 1374415 10794386,4
1406,2021-10-11 00:00:00,53719649,A,60,60,0,0,0,0,26,1370355.6489,10797701.8194,7.14916438812475,-73.1415999523528,"-7º -8' -56,992"" S","73º 8' 29,76"" W",17 N 1370356 10797702,1
1125,2021-04-12 00:00:00,94439144,A,9,40,2,1,0,2,47,1371516.1282,10797872.2628,7.15051284984849,-73.1311630203986,"-7º -9' -1,846"" S","73º 7' 52,187"" W",17 N 1371516 10797872,2
363,2022-04-19 00:00:00,721199340,C,214,279,0,1,1,2,51,1374006.0011,10793790.2278,7.11355467427263,-73.1094574177015,"-7º -6' -48,797"" S","73º 6' 34,047"" W",17 N 1374006 10793790,5
1185,2022-11-03 00:00:00,88663500,A,9,40,2,1,0,14,47,1371509.7268,10797873.2123,7.15052234434597,-73.1312203000769,"-7º -9' -1,88"" S","73º 7' 52,393"" W",17 N 1371510 10797873,2
1206,2021-07-16 00:00:00,92290358,A,9,40,2,1,0,18,47,1371514.3709,10797860.3372,7.15040626528827,-73.1311806256341,"-7º -9' -1,463"" S","73º 7' 52,25"" W",17 N 1371514 10797860,2
346,2022-12-01 00:00:00,333792000,A,142,228,4,3,4,3,48,1373624.7311,10795036.759,7.12478194767297,-73.1126853116205,"-7º -7' -29,215"" S","73º 6' 45,667"" W",17 N 1373625 10795037,4
743,2022-04-01 00:00:00,128714367,A,135,96,3,3,0,2,39,1371499.3913,10791756.4173,7.09571624206167,-73.1322534177445,"-7º -5' -44,578"" S","73º 7' 56,112"" W",17 N 1371499 10791756,3
1080,2021-08-19 00:00:00,127439552,A,11,49,3,2,0,15,60,1371482.5488,10797855.3437,7.15036642802312,-73.1314668688094,"-7º -9' -1,319"" S","73º 7' 53,281"" W",17 N 1371483 10797855,2
1328,2022-11-23 00:00:00,75103200,A,70,64,3,1,0,1,24,1371038.7729,10795195.7021,7.12660369381716,-73.1358575403062,"-7º -7' -35,773"" S","73º 8' 9,087"" W",17 N 1371039 10795196,1
493,2022-11-08 00:00:00,967227930,A,395,381,0,2,0,1,27,1372801.8887,10795587.0626,7.12983926451998,-73.1199814793929,"-7º -7' -47,421"" S","73º 7' 11,933"" W",17 N 1372802 10795587,4
1170,2021-04-12 00:00:00,87992786,A,9,40,2,1,0,11,47,1371508.2975,10797863.4425,7.15043502555434,-73.1312346301132,"-7º -9' -1,566"" S","73º 7' 52,445"" W",17 N 1371508 10797863,2
590,2021-05-04 00:00:00,322317900,A,95,79,4,2,0,2,55,1374970.1484,10791952.6509,7.09694249381347,-73.1010922931758,"-7º -5' -48,993"" S","73º 6' 3,932"" W",17 N 1374970 10791953,4
916,2021-04-14 00:00:00,145043055,A,126,91,3,1,0,1,34,1370924.7554,10798296.4613,7.15440492435391,-73.1364027431413,"-7º -9' -15,858"" S","73º 8' 11,05"" W",17 N 1370925 10798296,2
243,2021-02-04 00:00:00,337359402,A,7,85,3,2,0,1,81,1373259.2967,10794696.485,7.12178939413714,-73.1160156844321,"-7º -7' -18,442"" S","73º 6' 57,656"" W",17 N 1373259 10794696,4
810,2021-11-26 00:00:00,16115894,A,1,12,0,0,0,1,39,1371886.9123,10796183.5013,7.1353241947176,-73.1280972567377,"-7º -8' -7,167"" S","73º 7' 41,15"" W",17 N 1371887 10796184,0
543,2021-03-03 00:00:00,182646810,A,11,53,2,2,0,1,73,1373063.3468,10790818.759,7.08707547120416,-73.1183689725617,"-7º -5' -13,472"" S","73º 7' 6,128"" W",17 N 1373063 10790819,4
1010,2021-12-28 00:00:00,127319228,A,11,49,3,2,0,5,60,1371485.4949,10797862.0534,7.15042609401173,-73.1314394040842,"-7º -9' -1,534"" S","73º 7' 53,182"" W",17 N 1371485 10797862,2
898,2022-02-14 00:00:00,26077499,A,150,125,3,1,0,2,60,1371871.0814,10796801.8807,7.14086738102999,-73.1281439530977,"-7º -8' -27,123"" S","73º 7' 41,318"" W",17 N 1371871 10796802,1
415,2021-12-02 00:00:00,601660080,A,132,111,4,2,0,2,46,1374506.244,10794542.9707,7.12022201021559,-73.104854400791,"-7º -7' -12,799"" S","73º 6' 17,476"" W",17 N 1374506 10794543,4
1429,2022-10-05 00:00:00,23991299,A,45,31,2,1,0,1,31,1370500.4544,10799438.2559,7.16470120655579,-73.1400329352916,"-7º -9' -52,924"" S","73º 8' 24,119"" W",17 N 1370500 10799438,2
551,2021-01-20 00:00:00,219176171,A,12,63,2,2,0,1,73,1373073.4437,10790817.6746,7.08706420980381,-73.1182785758417,"-7º -5' -13,431"" S","73º 7' 5,803"" W",17 N 1373073 10790818,4
308,2021-05-06 00:00:00,318020328,A,7,85,3,2,0,1,81,1373280.0739,10794708.6491,7.12189518638979,-73.1158274395281,"-7º -7' -18,823"" S","73º 6' 56,979"" W",17 N 1373280 10794709,4
889,2022-06-08 00:00:00,73017000,A,70,140,3,1,0,2,29,1371900.1026,10796644.8602,7.13945599096769,-73.127907825309,"-7º -8' -22,042"" S","73º 7' 40,468"" W",17 N 1371900 10796645,3
398,2021-02-17 00:00:00,13967108,A,2,14,0,0,0,1,59,1374276.7352,10795600.3658,7.12973124791881,-73.1067499160447,"-7º -7' -47,032"" S","73º 6' 24,3"" W",17 N 1374277 10795600,4
370,2022-09-08 00:00:00,177327000,A,19,71,3,2,0,6,58,1374318.5742,10793211.6874,7.10832307408875,-73.1067428151035,"-7º -6' -29,963"" S","73º 6' 24,274"" W",17 N 1374319 10793212,4
54,2022-03-23 00:00:00,249101562,A,12,56,0,0,0,9,75,1372742.8507,10794300.2403,7.118318482556,-73.1207092076611,"-7º -7' -5,947"" S","73º 7' 14,553"" W",17 N 1372743 10794300,4
561,2021-12-28 00:00:00,483476849,A,219,151,3,4,0,3,74,1375272.0137,10792638.5388,7.1030413204454,-73.0982792690189,"-7º -6' -10,949"" S","73º 5' 53,805"" W",17 N 1375272 10792639,6
1149,2022-03-09 00:00:00,89602290,A,9,40,2,1,0,7,47,1371508.2975,10797863.4425,7.15043502555434,-73.1312346301132,"-7º -9' -1,566"" S","73º 7' 52,445"" W",17 N 1371508 10797863,2
312,2021-04-12 00:00:00,339508188,A,7,85,3,2,0,1,81,1373253.0415,10794692.4277,7.1217540035693,-73.1160724184454,"-7º -7' -18,314"" S","73º 6' 57,861"" W",17 N 1373253 10794692,4
1388,2022-04-29 00:00:00,105353099,A,54,170,6,3,0,3,40,1370957.0694,10797833.8907,7.15025518046454,-73.1361842229639,"-7º -9' -0,919"" S","73º 8' 10,263"" W",17 N 1370957 10797834,2
109,2022-06-09 00:00:00,332331660,A,14,65,0,0,0,21,75,1372724.3334,10794316.0263,7.11846277001785,-73.12087287979,"-7º -7' -6,466"" S","73º 7' 15,142"" W",17 N 1372724 10794316,4
1090,2022-03-10 00:00:00,123727720,A,11,49,3,2,0,16,60,1371453.74,10797875.9942,7.15055590107145,-73.1317221223008,"-7º -9' -2,001"" S","73º 7' 54,2"" W",17 N 1371454 10797876,2
1005,2021-06-09 00:00:00,127439552,A,11,49,3,2,0,4,60,1371461.9142,10797864.4124,7.15045086597643,-73.1316505799234,"-7º -9' -1,623"" S","73º 7' 53,942"" W",17 N 1371462 10797864,2
100,2022-10-27 00:00:00,323361000,A,12,60,0,0,0,19,75,1372739.5718,10794308.3554,7.11839169738606,-73.1207373709814,"-7º -7' -6,21"" S","73º 7' 14,655"" W",17 N 1372740 10794308,4
453,2022-11-16 00:00:00,271206000,A,128,344,6,2,0,2,60,1372207.1621,10795945.2989,7.13314059693194,-73.1252611679904,"-7º -7' -59,306"" S","73º 7' 30,94"" W",17 N 1372207 10795945,3
1151,2021-03-24 00:00:00,92290358,A,9,40,2,1,0,7,47,1371512.5735,10797847.9472,7.15029552579451,-73.1311986622447,"-7º -9' -1,064"" S","73º 7' 52,315"" W",17 N 1371513 10797848,2
1384,2021-02-03 00:00:00,2640640859,B,375,400,0,1,2,2,72,1367885.7048,10793226.6798,7.10944278233672,-73.1644444597044,"-7º -6' -33,994"" S","73º 9' 52"" W",17 N 1367886 10793227,2
266,2021-11-29 00:00:00,318020328,A,7,85,3,2,0,1,81,1373280.0739,10794708.6491,7.12189518638979,-73.1158274395281,"-7º -7' -18,823"" S","73º 6' 56,979"" W",17 N 1373280 10794709,4
781,2022-10-13 00:00:00,76146300,A,67,70,3,2,0,3,44,1371858.4998,10792593.3822,7.10316062952703,-73.1289039948987,"-7º -6' -11,378"" S","73º 7' 44,054"" W",17 N 1371858 10792593,4
296,2021-02-25 00:00:00,314797149,A,7,85,3,2,0,1,81,1373280.0739,10794708.6491,7.12189518638979,-73.1158274395281,"-7º -7' -18,823"" S","73º 6' 56,979"" W",17 N 1373280 10794709,4
1049,2022-02-09 00:00:00,123610901,A,11,49,3,2,0,11,60,1371482.5488,10797855.3437,7.15036642802312,-73.1314668688094,"-7º -9' -1,319"" S","73º 7' 53,281"" W",17 N 1371483 10797855,2
952,2022-07-14 00:00:00,93878999,A,60,52,3,1,0,2,40,1372189.114,10797519.5784,7.14724899846757,-73.1251802517317,"-7º -8' -50,096"" S","73º 7' 30,649"" W",17 N 1372189 10797520,2
704,2022-05-16 00:00:00,256602599,A,72,77,3,2,0,3,47,1372011.2758,10792236.0848,7.09993579900812,-73.1275884015267,"-7º -5' -59,769"" S","73º 7' 39,318"" W",17 N 1372011 10792236,4
