,FECHA_ANOTACION,VALOR,DESTINO_ECONOMICO,AREA_TERRENO,AREA_CONSTRUIDA, HAB, BAÑOS, LOCAL, PISOS,MAX_PUNT,POINT_X,POINT_Y,Latitud,Longitud,Latitud.1,Longitud.1,UTM waypoint Garmin,Estrato/Hacienda
821,2021-07-12 00:00:00,16115894,A,1,12,0,0,0,1,39,1371902.1114,10796178.0623,7.13527312166906,-73.1279617509289,"-7º -8' -6,983"" S","73º 7' 40,662"" W",17 N 1371902 10796178,0
1279,2022-05-10 00:00:00,93878999,B,139,142,4,1,0,1,40,1371402.1479,10794513.7975,7.12043787234271,-73.1327027202952,"-7º -7' -13,576"" S","73º 7' 57,73"" W",17 N 1371402 10794514,3
877,2021-01-25 00:00:00,85951440,A,12,45,1,1,0,1,57,1372284.3801,10796501.4397,7.13811175400349,-73.1244827593416,"-7º -8' -17,202"" S","73º 7' 28,138"" W",17 N 1372284 10796501,0
913,2022-08-11 00:00:00,339007500,A,234,146,3,1,1,2,44,1371315.8961,10797790.9202,7.14981486633038,-73.1329718354547,"-7º -8' -59,334"" S","73º 7' 58,699"" W",17 N 1371316 10797791,3
152,2022-04-08 00:00:00,469394999,C,71,282,0,1,1,4,57,1372050.6121,10794527.4565,7.12046069521971,-73.1268837213544,"-7º -7' -13,659"" S","73º 7' 36,781"" W",17 N 1372051 10794527,2
1382,2021-10-19 00:00:00,21487860,A,53,39,2,1,0,1,28,1370704.3222,10798753.7464,7.15853632173058,-73.138309693506,"-7º -9' -30,731"" S","73º 8' 17,915"" W",17 N 1370704 10798754,1
509,2021-10-25 00:00:00,351326511,A,151,120,4,2,0,1,60,1373091.0307,10795931.5468,7.13288128725263,-73.117334695311,"-7º -7' -58,373"" S","73º 7' 2,405"" W",17 N 1373091 10795932,4
1135,2022-04-01 00:00:00,104205689,A,9,40,2,1,0,4,47,1371512.5735,10797847.9472,7.15029552579451,-73.1311986622447,"-7º -9' -1,064"" S","73º 7' 52,315"" W",17 N 1371513 10797848,2
1351,2022-11-03 00:00:00,104309999,A,61,48,2,2,0,2,41,1370508.3028,10794508.0575,7.12052356007596,-73.140721769403,"-7º -7' -13,885"" S","73º 8' 26,598"" W",17 N 1370508 10794508,2
103,2022-10-21 00:00:00,260774999,A,11,55,0,0,0,19,75,1372729.8797,10794300.4557,7.11832240574948,-73.120825524812,"-7º -7' -5,961"" S","73º 7' 14,972"" W",17 N 1372730 10794300,4
586,2022-08-03 00:00:00,133516799,A,123,79,4,2,0,2,55,1374846.2477,10791906.5194,7.09654820411204,-73.1022106755443,"-7º -5' -47,574"" S","73º 6' 7,958"" W",17 N 1374846 10791907,4
1480,2022-08-29 00:00:00,31292999,A,39,35,1,1,0,2,23,1370192.3222,10798170.9719,7.15339333475673,-73.1429928599082,"-7º -9' -12,216"" S","73º 8' 34,774"" W",17 N 1370192 10798171,2
1143,2021-08-03 00:00:00,96587930,A,9,40,2,1,0,6,47,1371508.2975,10797863.4425,7.15043502555434,-73.1312346301132,"-7º -9' -1,566"" S","73º 7' 52,445"" W",17 N 1371508 10797863,2
53,2021-11-23 00:00:00,232820963,A,11,52,0,0,0,9,75,1372729.8797,10794300.4557,7.11832240574948,-73.120825524812,"-7º -7' -5,961"" S","73º 7' 14,972"" W",17 N 1372730 10794300,4
151,2022-06-08 00:00:00,302499000,C,143,160,2,1,1,4,60,1371964.988,10794720.6622,7.12220499006091,-73.1276220764226,"-7º -7' -19,938"" S","73º 7' 39,439"" W",17 N 1371965 10794721,2
403,2021-06-11 00:00:00,10743930,A,2,14,0,0,0,1,59,1374266.0478,10795611.8658,7.12983593173985,-73.1068440062202,"-7º -7' -47,409"" S","73º 6' 24,638"" W",17 N 1374266 10795612,4
1463,2022-11-09 00:00:00,62585999,A,38,35,1,1,0,2,23,1369686.294,10797757.0898,7.14976263168832,-73.1475963254925,"-7º -8' -59,145"" S","73º 8' 51,347"" W",17 N 1369686 10797757,2
207,2021-12-28 00:00:00,180551743,C,3,36,0,1,0,1,79,1373262.0851,10794719.6821,7.12199680783212,-73.1159870996698,"-7º -7' -19,189"" S","73º 6' 57,554"" W",17 N 1373262 10794720,4
1426,2021-12-17 00:00:00,35454969,A,45,45,2,1,0,1,41,1370488.2092,10799434.0284,7.16466521588154,-73.1401434444357,"-7º -9' -52,795"" S","73º 8' 24,516"" W",17 N 1370488 10799434,2
1122,2021-04-26 00:00:00,94439144,A,9,40,2,1,0,1,47,1371506.1711,10797848.8911,7.1503049702357,-73.1312559517412,"-7º -9' -1,098"" S","73º 7' 52,521"" W",17 N 1371506 10797849,2
1327,2022-07-21 00:00:00,49286474,A,98,78,3,1,0,1,13,1370971.307,10795907.1994,7.13298927954256,-73.136353319475,"-7º -7' -58,761"" S","73º 8' 10,872"" W",17 N 1370971 10795907,2
8,2021-05-14 00:00:00,139671090,A,7,36,3,2,0,3,71,1372983.3217,10794741.5701,7.12223580034092,-73.1184842447074,"-7º -7' -20,049"" S","73º 7' 6,543"" W",17 N 1372983 10794742,4
1014,2021-05-11 00:00:00,116819741,A,11,49,3,2,0,5,60,1371453.74,10797875.9942,7.15055590107145,-73.1317221223008,"-7º -9' -2,001"" S","73º 7' 54,2"" W",17 N 1371454 10797876,2
1352,2022-06-21 00:00:00,13560299,A,53,57,2,1,0,1,20,1370735.71,10796527.1525,7.13858047033292,-73.1383713816051,"-7º -8' -18,89"" S","73º 8' 18,137"" W",17 N 1370736 10796527,1
1060,2022-01-25 00:00:00,123610901,A,11,49,3,2,0,12,60,1371453.74,10797875.9942,7.15055590107145,-73.1317221223008,"-7º -9' -2,001"" S","73º 7' 54,2"" W",17 N 1371454 10797876,2
452,2021-03-03 00:00:00,146117448,A,20,53,3,2,0,1,69,1372290.1115,10795264.7606,7.12703018119058,-73.1246219028078,"-7º -7' -37,309"" S","73º 7' 28,639"" W",17 N 1372290 10795265,0
253,2021-05-11 00:00:00,339508188,A,7,85,3,2,0,1,81,1373266.6511,10794700.7111,7.12182612801528,-73.1159490645971,"-7º -7' -18,574"" S","73º 6' 57,417"" W",17 N 1373267 10794701,4
896,2022-10-11 00:00:00,258897419,A,405,246,8,2,0,1,60,1371650.3653,10796426.8824,7.1375413254081,-73.1301817168032,"-7º -8' -15,149"" S","73º 7' 48,654"" W",17 N 1371650 10796427,3
1317,2022-05-12 00:00:00,52154999,A,29,70,4,2,1,3,35,1370530.8856,10794439.717,7.11990773997442,-73.1405296809989,"-7º -7' -11,668"" S","73º 8' 25,907"" W",17 N 1370531 10794440,2
880,2021-08-12 00:00:00,268598250,C,226,260,0,2,1,1,40,1372213.3583,10796386.2557,7.13709063819739,-73.1251376205313,"-7º -8' -13,526"" S","73º 7' 30,495"" W",17 N 1372213 10796386,3
1422,2022-10-07 00:00:00,93878999,A,45,84,4,2,0,2,30,1370414.8328,10799343.696,7.16386712373346,-73.1408156837948,"-7º -9' -49,922"" S","73º 8' 26,936"" W",17 N 1370415 10799344,2
623,2021-07-12 00:00:00,1396710900,A,555,203,6,3,0,2,71,1375627.0281,10792499.0459,7.10173694413344,-73.095116552142,"-7º -6' -6,253"" S","73º 5' 42,42"" W",17 N 1375627 10792499,6
345,2021-05-07 00:00:00,314797149,A,7,85,3,2,0,1,81,1373245.5256,10794688.1391,7.12171673450311,-73.1161404965536,"-7º -7' -18,18"" S","73º 6' 58,106"" W",17 N 1373246 10794688,4
1295,2022-06-15 00:00:00,119956499,A,406,68,0,0,2,1,40,1371426.8742,10795980.9801,7.13358034063587,-73.1322552441575,"-7º -8' -0,889"" S","73º 7' 56,119"" W",17 N 1371427 10795981,1
262,2021-01-07 00:00:00,339508188,A,7,85,3,2,0,1,81,1373253.0415,10794692.4277,7.1217540035693,-73.1160724184454,"-7º -7' -18,314"" S","73º 6' 57,861"" W",17 N 1373253 10794692,4
150,2022-08-03 00:00:00,625860000,C,152,151,0,1,1,1,38,1372154.1768,10794413.2288,7.11942129881881,-73.125972291976,"-7º -7' -9,917"" S","73º 7' 33,5"" W",17 N 1372154 10794413,3
472,2022-02-15 00:00:00,272770650,A,208,197,4,2,0,1,60,1372624.054,10795846.8772,7.13219456756815,-73.1215366618425,"-7º -7' -55,9"" S","73º 7' 17,532"" W",17 N 1372624 10795847,4
640,2021-01-15 00:00:00,413641304,A,134,88,0,0,0,1,61,1374893.1935,10792369.2081,7.10068647894769,-73.1017184536492,"-7º -6' -2,471"" S","73º 6' 6,186"" W",17 N 1374893 10792369,5
1493,2021-02-12 00:00:00,40826934,A,38,49,4,2,0,2,35,1370395.0034,10798245.6972,7.15403168875889,-73.1411630460418,"-7º -9' -14,514"" S","73º 8' 28,187"" W",17 N 1370395 10798246,2
1419,2021-10-07 00:00:00,32231789,A,54,62,2,1,0,1,28,1370719.7363,10798938.1003,7.16018581550722,-73.1381429451748,"-7º -9' -36,669"" S","73º 8' 17,315"" W",17 N 1370720 10798938,2
550,2021-03-11 00:00:00,148266234,A,8,42,2,2,0,1,73,1373064.4466,10790810.7227,7.08700329828535,-73.1183603393104,"-7º -5' -13,212"" S","73º 7' 6,097"" W",17 N 1373064 10790811,4
928,2022-05-06 00:00:00,62585999,A,60,60,2,1,0,1,31,1371906.9427,10797130.9026,7.14380992847376,-73.1277715073138,"-7º -8' -37,716"" S","73º 7' 39,977"" W",17 N 1371907 10797131,2
488,2022-11-08 00:00:00,1176307625,J,248,639,0,2,0,2,40,1372821.8693,10795610.6786,7.13004778669395,-73.1197986089224,"-7º -7' -48,172"" S","73º 7' 11,275"" W",17 N 1372822 10795611,4
1365,2022-03-16 00:00:00,29728349,A,63,52,4,1,0,1,19,1371295.5566,10801028.7268,7.17882941746484,-73.1326536790388,"-7º -10' -43,786"" S","73º 7' 57,553"" W",17 N 1371296 10801029,1
1171,2021-03-05 00:00:00,94439144,A,9,40,2,1,0,11,47,1371509.7268,10797873.2123,7.15052234434597,-73.1312203000769,"-7º -9' -1,88"" S","73º 7' 52,393"" W",17 N 1371510 10797873,2
146,2021-02-24 00:00:00,1074393000,C,101,393,0,2,1,4,62,1372273.1913,10794354.0371,7.11887265757452,-73.1249138163288,"-7º -7' -7,942"" S","73º 7' 29,69"" W",17 N 1372273 10794354,3
402,2021-08-12 00:00:00,10743930,A,2,14,0,0,0,1,59,1374263.8962,10795609.7676,7.12981746434013,-73.1068636298716,"-7º -7' -47,343"" S","73º 6' 24,709"" W",17 N 1374264 10795610,4
954,2022-12-29 00:00:00,62585999,A,60,101,6,2,0,2,38,1371993.7131,10797461.1415,7.14675552698821,-73.1269421568534,"-7º -8' -48,32"" S","73º 7' 36,992"" W",17 N 1371994 10797461,2
1414,2022-02-08 00:00:00,49025699,A,60,109,3,1,0,1,32,1370638.4271,10797680.0602,7.14892588495784,-73.1390664870036,"-7º -8' -56,133"" S","73º 8' 20,639"" W",17 N 1370638 10797680,1
659,2022-02-10 00:00:00,83448000,A,48,90,3,3,0,3,40,1373660.8295,10790239.2434,7.0817916537596,-73.1130987771744,"-7º -4' -54,45"" S","73º 6' 47,156"" W",17 N 1373661 10790239,3
463,2022-03-02 00:00:00,281637000,A,162,202,4,3,0,2,46,1372477.6838,10795668.0948,7.1306152089983,-73.1228772007873,"-7º -7' -50,215"" S","73º 7' 22,358"" W",17 N 1372478 10795668,4
186,2021-10-14 00:00:00,173514469,C,3,34,0,1,0,1,79,1373244.8101,10794709.9485,7.12191225369893,-73.1161435555985,"-7º -7' -18,884"" S","73º 6' 58,117"" W",17 N 1373245 10794710,4
1147,2022-03-11 00:00:00,87516090,A,9,40,2,1,0,6,47,1371512.5735,10797847.9472,7.15029552579451,-73.1311986622447,"-7º -9' -1,064"" S","73º 7' 52,315"" W",17 N 1371513 10797848,2
1224,2021-01-12 00:00:00,123555194,A,37,148,4,2,0,3,34,1371435.0948,10797471.994,7.14693885601514,-73.1319517224221,"-7º -8' -48,98"" S","73º 7' 55,026"" W",17 N 1371435 10797472,1
608,2021-05-07 00:00:00,171902880,A,18,37,2,1,0,0,64,1372581.8412,10790283.1608,7.08235017414917,-73.1227697883072,"-7º -4' -56,461"" S","73º 7' 21,971"" W",17 N 1372582 10790283,3
143,2021-10-01 00:00:00,150415020,A,10,56,2,2,0,1,71,1372661.479,10794136.4181,7.11686314336429,-73.1214643142118,"-7º -7' -0,707"" S","73º 7' 17,272"" W",17 N 1372661 10794136,3
751,2022-11-29 00:00:00,187757999,A,71,80,3,2,0,2,38,1372252.7558,10791731.1687,7.09537472987811,-73.1254997813759,"-7º -5' -43,349"" S","73º 7' 31,799"" W",17 N 1372253 10791731,3
981,2021-03-25 00:00:00,40826934,A,90,80,0,0,0,1,25,1372114.4381,10797682.8725,7.14872363801593,-73.1258249343693,"-7º -8' -55,405"" S","73º 7' 32,97"" W",17 N 1372114 10797683,1
197,2021-05-07 00:00:00,242383060,C,4,47,0,1,0,1,79,1373247.0266,10794686.3047,7.12170006764109,-73.1161273151102,"-7º -7' -18,12"" S","73º 6' 58,058"" W",17 N 1373247 10794686,4
883,2021-11-30 00:00:00,165456522,A,143,130,3,1,0,1,44,1371999.7147,10796775.353,7.14060987856241,-73.1269941237938,"-7º -8' -26,196"" S","73º 7' 37,179"" W",17 N 1372000 10796775,2
279,2021-02-04 00:00:00,339508188,A,7,85,3,2,0,1,81,1373253.2943,10794714.3933,7.12195077330392,-73.1160667677339,"-7º -7' -19,023"" S","73º 6' 57,84"" W",17 N 1373253 10794714,4
293,2022-01-20 00:00:00,331573326,A,7,85,3,2,0,1,81,1373245.5256,10794688.1391,7.12171673450311,-73.1161404965536,"-7º -7' -18,18"" S","73º 6' 58,106"" W",17 N 1373246 10794688,4
1373,2022-11-28 00:00:00,42767100,A,45,65,3,2,0,2,37,1371191.8687,10800393.763,7.17315604639897,-73.1336822421001,"-7º -10' -23,362"" S","73º 8' 1,256"" W",17 N 1371192 10800394,1
400,2021-12-28 00:00:00,10743930,A,2,13,0,0,0,1,59,1374294.9592,10795619.4203,7.12989915962129,-73.106583506179,"-7º -7' -47,637"" S","73º 6' 23,701"" W",17 N 1374295 10795619,4
122,2022-05-03 00:00:00,102223799,A,6,36,2,2,0,1,71,1372664.7849,10794125.8886,7.11676829144248,-73.1214362797029,"-7º -7' -0,366"" S","73º 7' 17,171"" W",17 N 1372665 10794126,3
1207,2021-04-14 00:00:00,92290358,A,9,40,2,1,0,18,47,1371512.5735,10797847.9472,7.15029552579451,-73.1311986622447,"-7º -9' -1,064"" S","73º 7' 52,315"" W",17 N 1371513 10797848,2
202,2021-09-14 00:00:00,201206519,C,4,42,0,1,0,1,79,1373278.5953,10794711.4508,7.12192051667301,-73.1158402710337,"-7º -7' -18,914"" S","73º 6' 57,025"" W",17 N 1373279 10794711,4
835,2021-08-09 00:00:00,111111575,A,6,37,3,2,0,1,73,1371874.2701,10796164.459,7.13515551899699,-73.1282135978262,"-7º -8' -6,56"" S","73º 7' 41,569"" W",17 N 1371874 10796164,0
246,2021-05-07 00:00:00,357594519,A,7,85,3,2,0,1,81,1373253.2943,10794714.3933,7.12195077330392,-73.1160667677339,"-7º -7' -19,023"" S","73º 6' 57,84"" W",17 N 1373253 10794714,4
1431,2021-08-26 00:00:00,74133117,A,45,42,2,1,0,1,33,1370541.9363,10799492.0819,7.16517710626305,-73.1396524705255,"-7º -9' -54,638"" S","73º 8' 22,749"" W",17 N 1370542 10799492,2
1417,2022-03-29 00:00:00,47356739,A,54,96,2,1,0,1,35,1370746.0518,10798939.1602,7.16019125391825,-73.1379066992473,"-7º -9' -36,689"" S","73º 8' 16,464"" W",17 N 1370746 10798939,2
1153,2021-12-23 00:00:00,92290358,A,9,40,2,1,0,8,47,1371508.2975,10797863.4425,7.15043502555434,-73.1312346301132,"-7º -9' -1,566"" S","73º 7' 52,445"" W",17 N 1371508 10797863,2
384,2021-04-21 00:00:00,10743930,A,2,14,0,0,0,1,59,1374268.6832,10795613.7117,7.12985206402185,-73.1068200818527,"-7º -7' -47,467"" S","73º 6' 24,552"" W",17 N 1374269 10795614,4
1331,2022-08-04 00:00:00,18671490,A,46,41,3,1,0,1,15,1370841.1504,10795124.4911,7.12599596222446,-73.1376412660756,"-7º -7' -33,585"" S","73º 8' 15,509"" W",17 N 1370841 10795124,1
854,2021-11-04 00:00:00,171902880,A,8,55,3,2,0,1,73,1371892.1122,10796177.3431,7.13526821633927,-73.128051559765,"-7º -8' -6,966"" S","73º 7' 40,986"" W",17 N 1371892 10796177,0
219,2021-10-14 00:00:00,170183851,C,3,33,0,1,0,1,79,1373244.8101,10794709.9485,7.12191225369893,-73.1161435555985,"-7º -7' -18,884"" S","73º 6' 58,117"" W",17 N 1373245 10794710,4
641,2021-11-09 00:00:00,472732919,A,134,88,0,0,0,1,61,1374899.3055,10792252.9244,7.09964369009294,-73.1016815205265,"-7º -5' -58,717"" S","73º 6' 6,053"" W",17 N 1374899 10792253,5
1,2022-05-03 00:00:00,208619999,C,7,38,0,1,1,1,70,1372977.7971,10794755.4012,7.12236057540878,-73.118531670986,"-7º -7' -20,498"" S","73º 7' 6,714"" W",17 N 1372978 10794755,4
112,2022-01-25 00:00:00,300412800,A,13,63,0,0,0,22,75,1372745.4812,10794292.685,7.11825038315668,-73.1206867743807,"-7º -7' -5,701"" S","73º 7' 14,472"" W",17 N 1372745 10794293,4
698,2021-12-29 00:00:00,118183229,A,72,77,4,3,0,3,45,1371981.3407,10792308.085,7.10058551374264,-73.1278458752642,"-7º -6' -2,108"" S","73º 7' 40,245"" W",17 N 1371981 10792308,4
1440,2022-03-23 00:00:00,73017000,A,38,77,2,2,0,2,34,1370307.7387,10798626.9902,7.15746167016194,-73.1418870973214,"-7º -9' -26,862"" S","73º 8' 30,794"" W",17 N 1370308 10798627,2
951,2021-04-13 00:00:00,41901327,A,60,45,2,1,0,1,15,1372220.0391,10797512.0204,7.14717650968242,-73.1249039992406,"-7º -8' -49,835"" S","73º 7' 29,654"" W",17 N 1372220 10797512,2
1326,2022-05-16 00:00:00,60840893,A,60,74,3,2,0,3,39,1370634.4617,10794471.5329,7.12017694116552,-73.1395956688867,"-7º -7' -12,637"" S","73º 8' 22,544"" W",17 N 1370634 10794472,2
1291,2022-08-29 00:00:00,52154999,A,48,52,2,1,0,1,13,1371038.9078,10794670.2451,7.12189542745883,-73.1359370851531,"-7º -7' -18,824"" S","73º 8' 9,374"" W",17 N 1371039 10794670,2
1362,2022-03-09 00:00:00,114740999,A,256,165,4,2,0,1,33,1371213.5987,10800002.2763,7.16964488111368,-73.1335478802313,"-7º -10' -10,722"" S","73º 8' 0,772"" W",17 N 1371214 10800002,1
441,2022-10-28 00:00:00,598870135,A,291,382,9,4,1,3,40,1371934.7659,10795531.9221,7.12947861150825,-73.1277683425655,"-7º -7' -46,123"" S","73º 7' 39,966"" W",17 N 1371935 10795532,3
1136,2021-06-10 00:00:00,94439144,A,9,40,2,1,0,4,47,1371506.1711,10797848.8911,7.1503049702357,-73.1312559517412,"-7º -9' -1,098"" S","73º 7' 52,521"" W",17 N 1371506 10797849,2
1256,2021-03-01 00:00:00,12892715,A,63,53,2,1,0,1,10,1372151.5903,10796889.563,7.14160981212769,-73.1256140933746,"-7º -8' -29,795"" S","73º 7' 32,211"" W",17 N 1372152 10796890,1
663,2022-10-21 00:00:00,67801500,A,48,90,3,3,0,3,40,1373635.8105,10790204.4771,7.08148398287332,-73.1133285025154,"-7º -4' -53,342"" S","73º 6' 47,983"" W",17 N 1373636 10790204,3
1381,2022-05-12 00:00:00,87098850,A,145,181,4,2,0,2,60,1370506.1795,10798961.0217,7.1604241319773,-73.1400552773247,"-7º -9' -37,527"" S","73º 8' 24,199"" W",17 N 1370506 10798961,1
1257,2022-03-15 00:00:00,41724000,A,58,53,3,1,0,2,20,1372326.9424,10797017.6363,7.14273033207841,-73.1240213218653,"-7º -8' -33,829"" S","73º 7' 26,477"" W",17 N 1372327 10797018,1
1340,2021-06-08 00:00:00,66612365,A,136,102,5,1,0,1,40,1371116.4401,10796560.1083,7.13881720941514,-73.13495086278,"-7º -8' -19,742"" S","73º 8' 5,823"" W",17 N 1371116 10796560,2
317,2021-03-16 00:00:00,318020328,A,7,85,3,2,0,1,81,1373280.0739,10794708.6491,7.12189518638979,-73.1158274395281,"-7º -7' -18,823"" S","73º 6' 56,979"" W",17 N 1373280 10794709,4
648,2022-05-20 00:00:00,417239999,A,172,116,4,4,0,2,64,1374733.6576,10792412.3987,7.10109796032125,-73.1031427342708,"-7º -6' -3,953"" S","73º 6' 11,314"" W",17 N 1374734 10792412,5
709,2021-07-12 00:00:00,209506634,A,72,77,3,2,0,3,47,1372016.7552,10792357.6647,7.10102432968302,-73.1275206105307,"-7º -6' -3,688"" S","73º 7' 39,074"" W",17 N 1372017 10792358,4
1282,2022-03-14 00:00:00,109525499,A,170,134,8,1,0,1,20,1371310.8878,10794748.4376,7.12255430907918,-73.1334852970929,"-7º -7' -21,196"" S","73º 8' 0,547"" W",17 N 1371311 10794748,3
972,2022-06-15 00:00:00,19268143,A,38,49,3,2,0,2,25,1371806.1592,10798291.1951,7.15422181470706,-73.1284964933419,"-7º -9' -15,199"" S","73º 7' 42,587"" W",17 N 1371806 10798291,2
627,2022-09-12 00:00:00,521549999,A,114,171,4,5,0,3,80,1375002.1566,10792213.2128,7.0992720903341,-73.1007651326352,"-7º -5' -57,38"" S","73º 6' 2,754"" W",17 N 1375002 10792213,6
632,2022-12-21 00:00:00,70930800,A,54,96,3,2,0,2,46,1372588.4776,10789757.5068,7.07763929043461,-73.1227906756007,"-7º -4' -39,501"" S","73º 7' 22,046"" W",17 N 1372588 10789758,3
1306,2022-11-01 00:00:00,179413200,A,212,409,0,1,0,2,28,1371346.9539,10795717.06,7.131227847167,-73.1330127986579,"-7º -7' -52,42"" S","73º 7' 58,846"" W",17 N 1371347 10795717,3
1248,2022-09-07 00:00:00,34422300,A,56,57,2,1,0,1,60,1371482.03,10797103.1259,7.1436264984387,-73.1315875645922,"-7º -8' -37,055"" S","73º 7' 53,715"" W",17 N 1371482 10797103,1
1470,2022-10-05 00:00:00,39637800,A,38,63,1,1,0,2,35,1369866.8193,10797986.4383,7.15178993674084,-73.1459414599481,"-7º -9' -6,444"" S","73º 8' 45,389"" W",17 N 1369867 10797986,2
1254,2022-03-03 00:00:00,28163699,A,87,85,3,1,0,1,23,1372237.6243,10796912.6997,7.14180386173267,-73.1248387487121,"-7º -8' -30,494"" S","73º 7' 29,419"" W",17 N 1372238 10796913,1
1392,2022-08-30 00:00:00,56848949,A,45,105,3,2,0,2,36,1370888.5445,10798495.0314,7.15618975198875,-73.1366969454915,"-7º -9' -22,283"" S","73º 8' 12,109"" W",17 N 1370889 10798495,2
795,2022-03-29 00:00:00,269119800,R,425,0,0,0,0,0,0,1370471.0535,10790631.208,7.08579109533648,-73.141649537825,"-7º -5' -8,848"" S","73º 8' 29,938"" W",17 N 1370471 10790631,3
645,2022-11-24 00:00:00,192973499,A,142,92,0,0,0,1,61,1374938.0298,10792285.9253,7.09993341354527,-73.1013291163863,"-7º -5' -59,76"" S","73º 6' 4,785"" W",17 N 1374938 10792286,5
1012,2021-07-08 00:00:00,127439552,A,11,49,3,2,0,5,60,1371461.9142,10797864.4124,7.15045086597643,-73.1316505799234,"-7º -9' -1,623"" S","73º 7' 53,942"" W",17 N 1371462 10797864,2
556,2022-12-01 00:00:00,146034000,A,140,89,3,2,0,2,56,1372670.3265,10790730.9387,7.08634873735865,-73.12190758278,"-7º -5' -10,855"" S","73º 7' 18,867"" W",17 N 1372670 10790731,4
681,2022-06-13 00:00:00,773980199,K,285,259,1,1,0,1,19,1373370.4784,10793011.4166,7.10667434746666,-73.1152776662167,"-7º -6' -24,028"" S","73º 6' 55"" W",17 N 1373370 10793011,3
577,2021-08-19 00:00:00,335524084,A,97,75,0,0,0,2,59,1374640.2801,10791821.0021,7.09581362736971,-73.1040711885019,"-7º -5' -44,929"" S","73º 6' 14,656"" W",17 N 1374640 10791821,4
1109,2021-04-12 00:00:00,127319228,A,11,49,3,2,0,19,60,1371462.8803,10797871.9875,7.15051859135137,-73.131640744001,"-7º -9' -1,867"" S","73º 7' 53,907"" W",17 N 1371463 10797872,2
1266,2022-12-15 00:00:00,430800299,C,232,256,1,0,0,1,42,1371688.9087,10794929.7272,7.12412065033152,-73.1300664373921,"-7º -7' -26,834"" S","73º 7' 48,239"" W",17 N 1371689 10794930,3
1183,2021-08-13 00:00:00,92290358,A,9,40,2,1,0,13,47,1371512.5735,10797847.9472,7.15029552579451,-73.1311986622447,"-7º -9' -1,064"" S","73º 7' 52,315"" W",17 N 1371513 10797848,2
524,2022-11-24 00:00:00,323361000,C,244,247,2,2,2,1,40,1372674.3897,10796519.0103,7.13820910355897,-73.1209814831828,"-7º -8' -17,553"" S","73º 7' 15,533"" W",17 N 1372674 10796519,4
1059,2021-07-19 00:00:00,127439552,A,11,49,3,2,0,12,60,1371450.7935,10797869.2844,7.15049623419953,-73.1317495906374,"-7º -9' -1,786"" S","73º 7' 54,299"" W",17 N 1371451 10797869,2
540,2021-07-13 00:00:00,107439299,A,12,63,2,2,0,1,73,1373051.8461,10790818.5186,7.08707507732575,-73.1184721634916,"-7º -5' -13,47"" S","73º 7' 6,5"" W",17 N 1373052 10790819,4
1194,2021-05-14 00:00:00,85844000,A,9,40,2,1,0,16,47,1371508.2975,10797863.4425,7.15043502555434,-73.1312346301132,"-7º -9' -1,566"" S","73º 7' 52,445"" W",17 N 1371508 10797863,2
748,2021-06-09 00:00:00,153638199,A,103,73,3,3,0,2,35,1371597.0252,10791857.1359,7.09660376591239,-73.1313622317022,"-7º -5' -47,774"" S","73º 7' 52,904"" W",17 N 1371597 10791857,3
1395,2021-05-14 00:00:00,58017221,A,54,99,3,2,0,2,41,1371074.426,10797854.5084,7.15042184014178,-73.1351282387664,"-7º -9' -1,519"" S","73º 8' 6,462"" W",17 N 1371074 10797855,2
484,2022-10-11 00:00:00,479825999,A,341,171,5,3,0,2,60,1372723.7308,10795811.1746,7.13185932786279,-73.1206480337343,"-7º -7' -54,694"" S","73º 7' 14,333"" W",17 N 1372724 10795811,4
95,2022-08-02 00:00:00,259731899,A,11,54,0,0,0,18,75,1372726.6498,10794308.2874,7.11839307381003,-73.1208532922277,"-7º -7' -6,215"" S","73º 7' 15,072"" W",17 N 1372727 10794308,4
1020,2022-03-30 00:00:00,123727720,A,11,49,3,2,0,6,60,1371453.74,10797875.9942,7.15055590107145,-73.1317221223008,"-7º -9' -2,001"" S","73º 7' 54,2"" W",17 N 1371454 10797876,2
563,2022-05-02 00:00:00,625860000,A,201,169,3,6,0,3,69,1375066.0551,10792910.7533,7.10551189779166,-73.1000846607032,"-7º -6' -19,843"" S","73º 6' 0,305"" W",17 N 1375066 10792911,6
1264,2022-06-10 00:00:00,148120200,A,160,194,3,2,3,2,40,1371620.6557,10795359.3167,7.12798033032304,-73.1306126087152,"-7º -7' -40,729"" S","73º 7' 50,205"" W",17 N 1371621 10795359,3
742,2021-01-26 00:00:00,155786985,A,135,96,3,3,0,2,39,1371504.7646,10791759.5905,7.09574385272213,-73.1322047341548,"-7º -5' -44,678"" S","73º 7' 55,937"" W",17 N 1371505 10791760,3
863,2021-09-07 00:00:00,114935339,A,6,37,3,2,0,1,73,1371874.2701,10796164.459,7.13515551899699,-73.1282135978262,"-7º -8' -6,56"" S","73º 7' 41,569"" W",17 N 1371874 10796164,0
891,2021-12-29 00:00:00,128927159,A,50,48,2,1,0,1,35,1371817.2083,10796665.9536,7.1396577541035,-73.128648185779,"-7º -8' -22,768"" S","73º 7' 43,133"" W",17 N 1371817 10796666,3
1038,2021-06-09 00:00:00,127439552,A,11,49,3,2,0,9,60,1371450.7935,10797869.2844,7.15049623419953,-73.1317495906374,"-7º -9' -1,786"" S","73º 7' 54,299"" W",17 N 1371451 10797869,2
